Time /s,Voltage (V) vs Ref. ,WT,Blank
986.2,-0.445,73.023,-4.648
986.4,-0.445,73.503,-4.504
986.6,-0.445,73.039,-4.436
986.8,-0.445,73.767,-4.513
987,-0.445,73.841,-4.311
987.2,-0.445,73.995,-4.091
987.4,-0.445,73.933,-4.113
987.6,-0.445,73.823,-4.234
987.8,-0.445,74.569,-4.011
988,-0.445,75.128,-4.036
988.2,-0.445,75.144,-4.012
988.4,-0.445,75.318,-4.153
988.6,-0.445,75.159,-3.878
988.8,-0.445,75.422,-3.834
989,-0.445,75.555,-3.813
989.2,-0.445,77.05,-3.494
989.4,-0.445,75.422,-3.622
989.6,-0.445,75.908,-3.568
989.8,-0.445,75.598,-3.79
990,-0.445,76.441,-3.455
990.2,-0.445,76.264,-3.661
990.4,-0.445,76.599,-3.667
990.6,-0.445,76.572,-3.437
990.8,-0.445,75.968,-3.354
991,-0.445,76.708,-3.458
991.2,-0.445,76.717,-3.3
991.4,-0.445,77.432,-3.311
991.6,-0.445,76.882,-3.206
991.8,-0.445,77.343,-2.897
992,-0.445,77.507,-3.22
992.2,-0.445,76.904,-3.152
992.4,-0.445,77.557,-3.003
992.6,-0.445,77.366,-3.134
992.8,-0.445,76.863,-2.97
993,-0.445,78.45,-3.004
993.2,-0.445,78.263,-3.129
993.4,-0.445,77.199,-2.841
993.6,-0.445,77.593,-2.899
993.8,-0.445,78.257,-3.004
994,-0.445,78.277,-3.064
994.2,-0.445,77.959,-2.64
994.4,-0.445,77.981,-2.741
994.6,-0.445,78.618,-2.732
994.8,-0.445,78.101,-2.66
995,-0.445,77.985,-2.645
995.2,-0.445,78.135,-2.641
995.4,-0.445,78.895,-2.598
995.6,-0.445,78.739,-2.526
995.8,-0.445,78.351,-2.503
996,-0.445,78.319,-2.492
996.2,-0.445,78.483,-2.485
996.4,-0.445,78.781,-2.314
996.6,-0.445,79.577,-2.636
996.8,-0.445,78.97,-2.487
997,-0.445,78.488,-2.569
997.2,-0.445,78.931,-2.365
997.4,-0.445,78.773,-1.548
997.6,-0.445,79.389,-2.407
997.8,-0.445,78.709,-2.081
998,-0.445,79.352,-2.43
998.2,-0.445,79.518,-2.456
998.4,-0.445,79.945,-2.278
998.6,-0.445,80.002,-2.27
998.8,-0.445,79.475,-2.535
999,-0.445,79.965,-2.224
999.2,-0.445,78.925,-2.045
999.4,-0.445,78.611,-2.452
999.6,-0.445,80.46,-2.373
999.8,-0.445,80.074,-2.312
1000,-0.445,79.526,-2.328
1000.2,-0.8,-778.757,-546.852
1000.4,-0.8,-395.018,-324.686
1000.6,-0.8,-282.819,-245.275
1000.8,-0.8,-226.405,-201.608
1001,-0.8,-194.224,-173.607
1001.2,-0.8,-171.602,-153.487
1001.4,-0.8,-155.807,-137.948
1001.6,-0.8,-142.184,-126.066
1001.8,-0.8,-132.778,-116.117
1002,-0.8,-125.779,-107.722
1002.2,-0.8,-119.275,-101.018
1002.4,-0.8,-113.453,-95.022
1002.6,-0.8,-108.867,-89.598
1002.8,-0.8,-104.026,-85.388
1003,-0.8,-100.389,-81.152
1003.2,-0.8,-98.564,-77.315
1003.4,-0.8,-94.854,-74.08
1003.6,-0.8,-92.289,-70.778
1003.8,-0.8,-89.904,-68.478
1004,-0.8,-87.843,-65.499
1004.2,-0.8,-86.919,-63.964
1004.4,-0.8,-83.527,-62.331
1004.6,-0.8,-82.056,-59.393
1004.8,-0.8,-81.165,-58.012
1005,-0.8,-80.04,-55.935
1005.2,-0.8,-78.678,-54.898
1005.4,-0.8,-76.253,-53.437
1005.6,-0.8,-74.797,-51.678
1005.8,-0.8,-75.293,-50.61
1006,-0.8,-71.807,-49.543
1006.2,-0.8,-72.85,-47.894
1006.4,-0.8,-73.583,-46.752
1006.6,-0.8,-71.364,-45.859
1006.8,-0.8,-69.619,-45.064
1007,-0.8,-69.901,-44.435
1007.2,-0.8,-68.85,-42.88
1007.4,-0.8,-68.796,-42.237
1007.6,-0.8,-66.392,-41.7
1007.8,-0.8,-67.571,-40.771
1008,-0.8,-66.791,-40.258
1008.2,-0.8,-66.817,-40.014
1008.4,-0.8,-64.9,-38.955
1008.6,-0.8,-65.235,-37.422
1008.8,-0.8,-66.103,-38.045
1009,-0.8,-63.595,-36.996
1009.2,-0.8,-63.06,-37.102
1009.4,-0.8,-63.094,-35.457
1009.6,-0.8,-62.533,-35.417
1009.8,-0.8,-62.501,-35.419
1010,-0.8,-61.94,-34.615
1010.2,-0.8,-61.576,-33.984
1010.4,-0.8,-60.131,-33.848
1010.6,-0.8,-60.71,-33.666
1010.8,-0.8,-60.814,-32.703
1011,-0.8,-60.523,-32.119
1011.2,-0.8,-60.105,-31.884
1011.4,-0.8,-59.614,-31.781
1011.6,-0.8,-60.059,-31.601
1011.8,-0.8,-58.051,-31.021
1012,-0.8,-58.648,-30.734
1012.2,-0.8,-59.154,-30.548
1012.4,-0.8,-58.18,-29.895
1012.6,-0.8,-61.212,-30.065
1012.8,-0.8,-56.935,-29.714
1013,-0.8,-57.415,-29.25
1013.2,-0.8,-57.335,-29.19
1013.4,-0.8,-56.295,-28.658
1013.6,-0.8,-55.96,-27.952
1013.8,-0.8,-56.365,-28.094
1014,-0.8,-56.383,-28.167
1014.2,-0.8,-56.183,-27.579
1014.4,-0.8,-56.017,-27.089
1014.6,-0.8,-57.927,-27.079
1014.8,-0.8,-54.327,-27.004
1015,-0.8,-54.924,-26.882
1015.2,-0.8,-55.701,-26.447
1015.4,-0.8,-54.665,-26.4
1015.6,-0.8,-53.566,-26.065
1015.8,-0.8,-54.682,-25.924
1016,-0.8,-53.861,-25.603
1016.2,-0.8,-54.229,-25.626
1016.4,-0.8,-54.216,-25.094
1016.6,-0.8,-54.098,-25.081
1016.8,-0.8,-53.179,-25.059
1017,-0.8,-53.214,-24.796
1017.2,-0.8,-53.722,-24.575
1017.4,-0.8,-53.27,-24.489
1017.6,-0.8,-53.446,-24.176
1017.8,-0.8,-52.553,-23.991
1018,-0.8,-53.252,-24.062
1018.2,-0.8,-52.382,-23.419
1018.4,-0.8,-52.156,-23.512
1018.6,-0.8,-53.218,-22.067
1018.8,-0.8,-51.849,-23.085
1019,-0.8,-51.722,-22.419
1019.2,-0.8,-51.255,-22.36
1019.4,-0.8,-51.659,-23.039
1019.6,-0.8,-51.383,-22.752
1019.8,-0.8,-51.637,-21.839
1020,-0.8,-50.32,-22.025
1020.2,-0.8,-51.224,-22.291
1020.4,-0.8,-50.865,-22.255
1020.6,-0.8,-50.591,-21.667
1020.8,-0.8,-50.717,-21.614
1021,-0.8,-50.628,-21.378
1021.2,-0.8,-50.591,-21.158
1021.4,-0.8,-49.536,-21.905
1021.6,-0.8,-50.07,-20.48
1021.8,-0.8,-50.46,-21.442
1022,-0.8,-49.938,-20.425
1022.2,-0.8,-49.774,-21.007
1022.4,-0.8,-49.76,-21.414
1022.6,-0.8,-50.206,-21.643
1022.8,-0.8,-49.014,-20.784
1023,-0.8,-49.123,-20.798
1023.2,-0.8,-49.78,-20.372
1023.4,-0.8,-49.64,-20.676
1023.6,-0.8,-49.086,-21.022
1023.8,-0.8,-49.742,-21.046
1024,-0.8,-49.128,-19.444
1024.2,-0.8,-48.896,-19.969
1024.4,-0.8,-49.99,-20.195
1024.6,-0.8,-49.407,-19.806
1024.8,-0.8,-49.221,-19.925
1025,-0.8,-47.836,-20.363
1025.2,-0.8,-48.808,-19.678
1025.4,-0.8,-49.186,-19.667
1025.6,-0.8,-47.578,-19.968
1025.8,-0.8,-48.034,-19.527
1026,-0.8,-50.038,-19.66
1026.2,-0.8,-48.307,-19.321
1026.4,-0.8,-46.953,-19.546
1026.6,-0.8,-48.239,-19.257
1026.8,-0.8,-48.253,-19.24
1027,-0.8,-48.65,-19.118
1027.2,-0.8,-48.145,-19.274
1027.4,-0.8,-48.314,-18.868
1027.6,-0.8,-48.186,-19.015
1027.8,-0.8,-47.055,-18.902
1028,-0.8,-48.44,-18.761
1028.2,-0.8,-48.096,-17.378
1028.4,-0.8,-48.277,-18.925
1028.6,-0.8,-47.61,-19.336
1028.8,-0.8,-47.288,-18.604
1029,-0.8,-47.569,-18.329
1029.2,-0.8,-46.915,-18.661
1029.4,-0.8,-47.558,-18.224
1029.6,-0.8,-47.729,-18.139
1029.8,-0.8,-46.741,-18.501
1030,-0.8,-47.405,-17.82
1030.2,-0.8,-47.01,-17.984
1030.4,-0.8,-46.857,-17.298
1030.6,-0.8,-46.805,-17.869
1030.8,-0.8,-46.884,-17.738
1031,-0.8,-46.991,-17.749
1031.2,-0.8,-47.1,-19.01
1031.4,-0.8,-46.755,-17.18
1031.6,-0.8,-46.637,-16.814
1031.8,-0.8,-46.904,-17.126
1032,-0.8,-47.2,-18.054
1032.2,-0.8,-46.39,-17.672
1032.4,-0.8,-47.256,-17.473
1032.6,-0.8,-46.062,-17.427
1032.8,-0.8,-45.054,-16.966
1033,-0.8,-46.116,-17.352
1033.2,-0.8,-44.792,-17.039
1033.4,-0.8,-46.803,-16.924
1033.6,-0.8,-46.458,-16.974
1033.8,-0.8,-46.007,-17.304
1034,-0.8,-46.585,-17.57
1034.2,-0.8,-45.886,-16.509
1034.4,-0.8,-46.579,-16.607
1034.6,-0.8,-46.523,-17.048
1034.8,-0.8,-45.289,-16.428
1035,-0.8,-45.4,-16.538
1035.2,-0.8,-46.577,-17.259
1035.4,-0.8,-45.065,-16.255
1035.6,-0.8,-45.699,-16.788
1035.8,-0.8,-45.047,-16.502
1036,-0.8,-44.585,-16.92
1036.2,-0.8,-44.934,-16.585
1036.4,-0.8,-45.923,-16.623
1036.6,-0.8,-44.415,-15.927
1036.8,-0.8,-45.233,-16.899
1037,-0.8,-45.351,-16.649
1037.2,-0.8,-45.65,-16.035
1037.4,-0.8,-44.275,-16.348
1037.6,-0.8,-45.489,-16.377
1037.8,-0.8,-45.665,-16.597
1038,-0.8,-44.057,-16.222
1038.2,-0.8,-44.599,-16.156
1038.4,-0.8,-44.965,-15.607
1038.6,-0.8,-44.607,-16.443
1038.8,-0.8,-44.708,-16.413
1039,-0.8,-46.055,-15.511
1039.2,-0.8,-44.993,-15.867
1039.4,-0.8,-44.343,-15.328
1039.6,-0.8,-45.069,-15.141
1039.8,-0.8,-44.233,-16.124
1040,-0.8,-44.407,-16.015
1040.2,-0.8,-44.481,-15.92
1040.4,-0.8,-44.615,-15.605
1040.6,-0.8,-44.536,-15.448
1040.8,-0.8,-43.697,-16.123
1041,-0.8,-44.333,-15.377
1041.2,-0.8,-44.236,-16.037
1041.4,-0.8,-44.725,-15.885
1041.6,-0.8,-44.517,-14.87
1041.8,-0.8,-43.916,-15.408
1042,-0.8,-43.851,-14.158
1042.2,-0.8,-43.607,-16.693
1042.4,-0.8,-44.163,-14.923
1042.6,-0.8,-44.893,-16.198
1042.8,-0.8,-44.28,-16.179
1043,-0.8,-43.979,-15.221
1043.2,-0.8,-43.228,-14.202
1043.4,-0.8,-44.604,-15.359
1043.6,-0.8,-43.482,-15.526
1043.8,-0.8,-43.837,-13.722
1044,-0.8,-43.357,-15.442
1044.2,-0.8,-44.144,-14.64
1044.4,-0.8,-44.113,-14.909
1044.6,-0.8,-45.526,-14.896
1044.8,-0.8,-43.918,-15.152
1045,-0.8,-43.698,-15.073
1045.2,-0.8,-45.003,-15.115
1045.4,-0.8,-43.698,-15.389
1045.6,-0.8,-45.558,-15.255
1045.8,-0.8,-43.522,-14.525
1046,-0.8,-43.957,-14.865
1046.2,-0.8,-43.74,-14.113
1046.4,-0.8,-44.215,-14.808
1046.6,-0.8,-43.694,-15.158
1046.8,-0.8,-43.274,-14.672
1047,-0.8,-42.725,-15.307
1047.2,-0.8,-42.243,-13.888
1047.4,-0.8,-43.909,-15.648
1047.6,-0.8,-43.166,-16.156
1047.8,-0.8,-43.308,-14.706
1048,-0.8,-42.49,-15.116
1048.2,-0.8,-42.952,-14.852
1048.4,-0.8,-43.348,-14.269
1048.6,-0.8,-42.431,-14.54
1048.8,-0.8,-43.152,-14.365
1049,-0.8,-43.518,-14.493
1049.2,-0.8,-43.731,-14.748
1049.4,-0.8,-42.652,-14.144
1049.6,-0.8,-43.248,-15.048
1049.8,-0.8,-43.309,-14.597
1050,-0.8,-42.717,-14.455
1050.2,-0.4825,2573.72,416.982
1050.4,-0.4825,1847.81,242.163
1050.6,-0.4825,1513.01,179.743
1050.8,-0.4825,1300.22,145.075
1051,-0.4825,1147,122.165
1051.2,-0.4825,1030.99,106.771
1051.4,-0.4825,937.742,94.426
1051.6,-0.4825,860.824,84.833
1051.8,-0.4825,797.735,76.982
1052,-0.4825,743.393,71.197
1052.2,-0.4825,697.261,65.279
1052.4,-0.4825,655.368,60.424
1052.6,-0.4825,621.505,56.667
1052.8,-0.4825,590.475,52.354
1053,-0.4825,562.948,49.444
1053.2,-0.4825,538.426,45.91
1053.4,-0.4825,515.481,43.865
1053.6,-0.4825,496.495,41.069
1053.8,-0.4825,477.034,40.86
1054,-0.4825,462.173,37.511
1054.2,-0.4825,447.747,36.74
1054.4,-0.4825,433.546,34.067
1054.6,-0.4825,420.457,31.576
1054.8,-0.4825,408.433,31.198
1055,-0.4825,398.73,30.236
1055.2,-0.4825,388.362,28.685
1055.4,-0.4825,379.592,27.232
1055.6,-0.4825,370.994,27.34
1055.8,-0.4825,363.08,24.496
1056,-0.4825,356.571,24.579
1056.2,-0.4825,349.59,23.738
1056.4,-0.4825,342.105,22.919
1056.6,-0.4825,336.702,21.999
1056.8,-0.4825,330.236,21.454
1057,-0.4825,325.082,20.351
1057.2,-0.4825,320.041,20.194
1057.4,-0.4825,315.511,18.996
1057.6,-0.4825,310.492,19.297
1057.8,-0.4825,306.291,18.169
1058,-0.4825,302.32,17.351
1058.2,-0.4825,298.495,17.533
1058.4,-0.4825,294.581,16.666
1058.6,-0.4825,291.373,15.771
1058.8,-0.4825,286.674,15.865
1059,-0.4825,284.646,15.069
1059.2,-0.4825,281.635,14.343
1059.4,-0.4825,278.322,14.056
1059.6,-0.4825,275.927,13.94
1059.8,-0.4825,272.246,13.579
1060,-0.4825,270.34,13.531
1060.2,-0.4825,267.742,13.209
1060.4,-0.4825,265.233,12.352
1060.6,-0.4825,262.587,13.113
1060.8,-0.4825,262.126,12.094
1061,-0.4825,258.882,11.183
1061.2,-0.4825,256.713,11.953
1061.4,-0.4825,253.611,11.127
1061.6,-0.4825,251.914,11.004
1061.8,-0.4825,251.188,10.523
1062,-0.4825,248.693,10.443
1062.2,-0.4825,247.405,10.2
1062.4,-0.4825,245.812,9.879
1062.6,-0.4825,242.792,9.982
1062.8,-0.4825,242.188,9.202
1063,-0.4825,240.358,9.525
1063.2,-0.4825,239.431,9.032
1063.4,-0.4825,237.93,9.165
1063.6,-0.4825,236.164,9.223
1063.8,-0.4825,235.867,8.573
1064,-0.4825,234.322,8.278
1064.2,-0.4825,232.115,8.157
1064.4,-0.4825,231.31,8.365
1064.6,-0.4825,230.015,8.046
1064.8,-0.4825,229.102,7.606
1065,-0.4825,227.306,7.7
1065.2,-0.4825,226.615,7.717
1065.4,-0.4825,226.441,7.291
1065.6,-0.4825,224.496,7.057
1065.8,-0.4825,222.667,7.198
1066,-0.4825,222.704,6.712
1066.2,-0.4825,222.855,6.93
1066.4,-0.4825,221.182,6.681
1066.6,-0.4825,219.516,6.495
1066.8,-0.4825,218.972,6.391
1067,-0.4825,218.123,6.268
1067.2,-0.4825,218.218,6.45
1067.4,-0.4825,216.704,6.308
1067.6,-0.4825,215.061,6.077
1067.8,-0.4825,213.985,5.486
1068,-0.4825,213.998,5.941
1068.2,-0.4825,213.184,5.567
1068.4,-0.4825,212.627,5.746
1068.6,-0.4825,211.328,5.569
1068.8,-0.4825,210.544,5.489
1069,-0.4825,210.455,5.136
1069.2,-0.4825,209.507,4.98
1069.4,-0.4825,209.035,5.395
1069.6,-0.4825,208.109,4.996
1069.8,-0.4825,207.439,4.972
1070,-0.4825,206.561,4.782
1070.2,-0.4825,206.437,5.082
1070.4,-0.4825,205.422,4.592
1070.6,-0.4825,205.309,4.088
1070.8,-0.4825,204.012,4.649
1071,-0.4825,203.096,3.155
1071.2,-0.4825,203.641,4.479
1071.4,-0.4825,202.263,4.31
1071.6,-0.4825,201.922,4.154
1071.8,-0.4825,201.342,4.212
1072,-0.4825,201.342,4.158
1072.2,-0.4825,200.095,3.985
1072.4,-0.4825,199.523,3.586
1072.6,-0.4825,199.522,3.99
1072.8,-0.4825,199.083,3.979
1073,-0.4825,197.883,4
1073.2,-0.4825,197.643,3.041
1073.4,-0.4825,197.489,4.162
1073.6,-0.4825,196.601,2.561
1073.8,-0.4825,196.009,3.777
1074,-0.4825,196.018,3.303
1074.2,-0.4825,196.22,4.428
1074.4,-0.4825,194.573,2.559
1074.6,-0.4825,194.401,3.742
1074.8,-0.4825,194.157,3.75
1075,-0.4825,193.831,3.078
1075.2,-0.4825,193.129,2.512
1075.4,-0.4825,192.789,3.29
1075.6,-0.4825,193.468,2.641
1075.8,-0.4825,192.019,3.391
1076,-0.4825,191.077,3.091
1076.2,-0.4825,191.745,3.132
1076.4,-0.4825,191.787,2.092
1076.6,-0.4825,190.346,2.897
1076.8,-0.4825,189.913,2.602
1077,-0.4825,190.107,4.067
1077.2,-0.4825,190.21,2.959
1077.4,-0.4825,188.519,2.388
1077.6,-0.4825,188.579,2.855
1077.8,-0.4825,189.205,2.553
1078,-0.4825,188.289,2.44
1078.2,-0.4825,187.374,2.422
1078.4,-0.4825,187.594,2.4
1078.6,-0.4825,187.363,2.208
1078.8,-0.4825,186.002,2.282
1079,-0.4825,186.593,2.055
1079.2,-0.4825,187.04,1.714
1079.4,-0.4825,186.365,2.512
1079.6,-0.4825,185.058,2.043
1079.8,-0.4825,184.938,2.124
1080,-0.4825,185.203,2.082
1080.2,-0.4825,183.962,1.941
1080.4,-0.4825,184.639,1.841
1080.6,-0.4825,184.656,1.978
1080.8,-0.4825,183.724,2.196
1081,-0.4825,183.269,1.853
1081.2,-0.4825,182.972,2.356
1081.4,-0.4825,183.783,1.791
1081.6,-0.4825,182.227,1.601
1081.8,-0.4825,182.653,1.993
1082,-0.4825,182.006,1.888
1082.2,-0.4825,182.546,1.673
1082.4,-0.4825,181.066,1.578
1082.6,-0.4825,181.056,2.083
1082.8,-0.4825,181.2,1.642
1083,-0.4825,181.234,1.677
1083.2,-0.4825,180.379,1.442
1083.4,-0.4825,180.224,1.743
1083.6,-0.4825,180.767,1.76
1083.8,-0.4825,179.954,1.657
1084,-0.4825,179.204,1.659
1084.2,-0.4825,179.66,1.431
1084.4,-0.4825,179.944,1.41
1084.6,-0.4825,178.657,1.782
1084.8,-0.4825,178.823,1.386
1085,-0.4825,179.216,1.215
1085.2,-0.4825,178.74,1.848
1085.4,-0.4825,177.814,1.411
1085.6,-0.4825,177.944,1.203
1085.8,-0.4825,178.269,1.325
1086,-0.4825,177.155,1.129
1086.2,-0.4825,177.024,1.474
1086.4,-0.4825,177.622,1.357
1086.6,-0.4825,177.547,1.225
1086.8,-0.4825,176.318,1.208
1087,-0.4825,176.653,1.33
1087.2,-0.4825,177.366,1.062
1087.4,-0.4825,176.007,0.991
1087.6,-0.4825,175.411,1.411
1087.8,-0.4825,175.856,0.926
1088,-0.4825,176.746,0.982
1088.2,-0.4825,175.534,1.021
1088.4,-0.4825,175.531,0.966
1088.6,-0.4825,175.804,0.809
1088.8,-0.4825,175.031,1.139
1089,-0.4825,175.005,1.177
1089.2,-0.4825,175.063,0.846
1089.4,-0.4825,175.777,1.148
1089.6,-0.4825,174.283,0.991
1089.8,-0.4825,172.92,0.748
1090,-0.4825,174.682,0.746
1090.2,-0.4825,174.939,0.732
1090.4,-0.4825,173.719,1.077
1090.6,-0.4825,173.686,0.828
1090.8,-0.4825,173.387,0.539
1091,-0.4825,173.584,0.762
1091.2,-0.4825,172.125,0.754
1091.4,-0.4825,172.947,0.565
1091.6,-0.4825,173.531,0.933
1091.8,-0.4825,173.083,0.722
1092,-0.4825,171.565,0.339
1092.2,-0.4825,172.276,0.767
1092.4,-0.4825,172.806,1.189
1092.6,-0.4825,171.774,0.54
1092.8,-0.4825,171.773,0.594
1093,-0.4825,171.57,0.418
1093.2,-0.4825,171.955,0.634
1093.4,-0.4825,171.171,0.346
1093.6,-0.4825,171.2,0.604
1093.8,-0.4825,171.258,0.542
1094,-0.4825,171.189,0.728
1094.2,-0.4825,170.27,0.596
1094.4,-0.4825,170.457,0.509
1094.6,-0.4825,171.118,0.633
1094.8,-0.4825,170.228,0.685
1095,-0.4825,169.932,0.773
1095.2,-0.4825,169.967,0.386
1095.4,-0.4825,169.806,0.634
1095.6,-0.4825,168.967,0.569
1095.8,-0.4825,169.2,0.562
1096,-0.4825,170.005,0.509
1096.2,-0.4825,169.609,0.397
1096.4,-0.4825,168.548,0.492
1096.6,-0.4825,168.933,0.271
1096.8,-0.4825,169.334,0.462
1097,-0.4825,168.228,0.405
1097.2,-0.4825,168.801,0.455
1097.4,-0.4825,168.953,0.229
1097.6,-0.4825,169.01,0.551
1097.8,-0.4825,167.845,0.038
1098,-0.4825,167.915,0.382
1098.2,-0.4825,168.225,0.127
1098.4,-0.4825,167.586,0.182
1098.6,-0.4825,167.329,0.373
1098.8,-0.4825,167.601,0.165
1099,-0.4825,168.324,0.181
1099.2,-0.4825,167.296,0.323
1099.4,-0.4825,167.304,0.338
1099.6,-0.4825,167.041,0.08
1099.8,-0.4825,167.83,0.148
1100,-0.4825,166.48,0.206
1100.2,-0.3825,415.897,161.612
1100.4,-0.3825,303.791,96.709
1100.6,-0.3825,265.911,73.202
1100.8,-0.3825,244.489,60.532
1101,-0.3825,230.515,51.571
1101.2,-0.3825,220.757,45.049
1101.4,-0.3825,211.495,40.576
1101.6,-0.3825,203.803,37.304
1101.8,-0.3825,199.262,34.087
1102,-0.3825,193.933,31.357
1102.2,-0.3825,188.606,28.968
1102.4,-0.3825,184.518,27.453
1102.6,-0.3825,182.339,25.496
1102.8,-0.3825,177.636,24.678
1103,-0.3825,174.155,22.876
1103.2,-0.3825,171.817,22.268
1103.4,-0.3825,169.967,21.126
1103.6,-0.3825,166.463,19.589
1103.8,-0.3825,164.514,19.082
1104,-0.3825,162.772,18.106
1104.2,-0.3825,160.239,18.069
1104.4,-0.3825,157.808,16.928
1104.6,-0.3825,156.226,16.774
1104.8,-0.3825,155.001,16.217
1105,-0.3825,152.425,14.662
1105.2,-0.3825,150.976,15.441
1105.4,-0.3825,150.241,14.732
1105.6,-0.3825,148.493,13.811
1105.8,-0.3825,146.833,13.839
1106,-0.3825,145.424,13.113
1106.2,-0.3825,144.685,13.288
1106.4,-0.3825,142.724,12.586
1106.6,-0.3825,141.558,11.928
1106.8,-0.3825,140.739,12.339
1107,-0.3825,139.809,12.091
1107.2,-0.3825,137.984,11.528
1107.4,-0.3825,136.939,11.939
1107.6,-0.3825,136.502,10.166
1107.8,-0.3825,134.652,11.713
1108,-0.3825,134.187,10.164
1108.2,-0.3825,133.508,9.678
1108.4,-0.3825,132.43,10.394
1108.6,-0.3825,130.856,8.858
1108.8,-0.3825,129.876,9.356
1109,-0.3825,129.418,10.268
1109.2,-0.3825,128.716,9.091
1109.4,-0.3825,127.752,9.509
1109.6,-0.3825,127.334,9.209
1109.8,-0.3825,126.795,8.382
1110,-0.3825,125.152,8.854
1110.2,-0.3825,124.595,8.54
1110.4,-0.3825,124.38,8.174
1110.6,-0.3825,124.114,8.438
1110.8,-0.3825,122.509,8.286
1111,-0.3825,122.261,7.82
1111.2,-0.3825,122.212,7.566
1111.4,-0.3825,121.193,8.032
1111.6,-0.3825,119.746,7.711
1111.8,-0.3825,119.737,7.191
1112,-0.3825,119.824,7.555
1112.2,-0.3825,118.004,7.116
1112.4,-0.3825,117.377,7.821
1112.6,-0.3825,117.047,7.605
1112.8,-0.3825,116.854,7.197
1113,-0.3825,115.581,7.031
1113.2,-0.3825,115.397,7.019
1113.4,-0.3825,115.462,7.106
1113.6,-0.3825,114.271,6.557
1113.8,-0.3825,112.79,6.51
1114,-0.3825,112.854,6.632
1114.2,-0.3825,113.136,6.278
1114.4,-0.3825,111.174,6.224
1114.6,-0.3825,111.797,6.555
1114.8,-0.3825,111.341,6.295
1115,-0.3825,110.475,6.484
1115.2,-0.3825,109.44,6.26
1115.4,-0.3825,109.265,6.157
1115.6,-0.3825,109.849,5.811
1115.8,-0.3825,108.787,5.971
1116,-0.3825,108.328,6.12
1116.2,-0.3825,107.687,5.625
1116.4,-0.3825,107.853,5.713
1116.6,-0.3825,106.628,5.884
1116.8,-0.3825,106.118,5.704
1117,-0.3825,106.336,5.264
1117.2,-0.3825,105.933,5.272
1117.4,-0.3825,105.009,5.738
1117.6,-0.3825,104.978,5.528
1117.8,-0.3825,104.797,5.301
1118,-0.3825,103.522,4.91
1118.2,-0.3825,103.219,5.467
1118.4,-0.3825,103.48,5.814
1118.6,-0.3825,103.243,5.231
1118.8,-0.3825,101.997,5.022
1119,-0.3825,101.368,4.301
1119.2,-0.3825,101.755,4.94
1119.4,-0.3825,101.202,5.16
1119.6,-0.3825,100.39,4.957
1119.8,-0.3825,100.575,5.042
1120,-0.3825,100.608,5.139
1120.2,-0.3825,99.797,5.063
1120.4,-0.3825,98.798,4.489
1120.6,-0.3825,99.379,4.902
1120.8,-0.3825,99.369,4.733
1121,-0.3825,97.693,5.189
1121.2,-0.3825,98.066,4.484
1121.4,-0.3825,97.958,4.111
1121.6,-0.3825,97.053,4.722
1121.8,-0.3825,96.368,4.381
1122,-0.3825,97.252,4.242
1122.2,-0.3825,96.934,4.81
1122.4,-0.3825,96.058,4.508
1122.6,-0.3825,95.925,2.904
1122.8,-0.3825,96.062,4.619
1123,-0.3825,95.461,4.068
1123.2,-0.3825,94.351,4.623
1123.4,-0.3825,94.486,4.56
1123.6,-0.3825,94.787,4.059
1123.8,-0.3825,93.851,4.191
1124,-0.3825,93.297,3.945
1124.2,-0.3825,93.29,4.336
1124.4,-0.3825,93.447,4.003
1124.6,-0.3825,92.451,4.195
1124.8,-0.3825,92.489,3.859
1125,-0.3825,92.652,3.454
1125.2,-0.3825,92.461,4.317
1125.4,-0.3825,91.504,4.388
1125.6,-0.3825,91.246,3.556
1125.8,-0.3825,91.743,3.597
1126,-0.3825,90.787,3.135
1126.2,-0.3825,90.639,3.911
1126.4,-0.3825,91.041,4.209
1126.6,-0.3825,90.974,3.428
1126.8,-0.3825,89.973,4.048
1127,-0.3825,89.697,3.796
1127.2,-0.3825,89.95,3.783
1127.4,-0.3825,90.136,3.904
1127.6,-0.3825,89.167,3.555
1127.8,-0.3825,89.613,3.226
1128,-0.3825,89.301,3.753
1128.2,-0.3825,88.74,3.605
1128.4,-0.3825,87.951,3.628
1128.6,-0.3825,88.57,3.51
1128.8,-0.3825,88.29,2.948
1129,-0.3825,87.553,3.078
1129.2,-0.3825,87.681,3.201
1129.4,-0.3825,87.733,3.898
1129.6,-0.3825,87.264,3.45
1129.8,-0.3825,86.825,2.395
1130,-0.3825,86.741,3.808
1130.2,-0.3825,87.005,3.601
1130.4,-0.3825,86.33,2.652
1130.6,-0.3825,85.975,3.434
1130.8,-0.3825,85.854,3.194
1131,-0.3825,86.2,3.111
1131.2,-0.3825,85.662,3.203
1131.4,-0.3825,85.672,2.902
1131.6,-0.3825,85.592,2.651
1131.8,-0.3825,85.571,3.342
1132,-0.3825,84.555,3.281
1132.2,-0.3825,84.405,3.443
1132.4,-0.3825,84.676,3.509
1132.6,-0.3825,83.832,2.999
1132.8,-0.3825,83.658,2.577
1133,-0.3825,83.679,4.361
1133.2,-0.3825,83.271,3.334
1133.4,-0.3825,83.387,3.434
1133.6,-0.3825,82.837,3.559
1133.8,-0.3825,83.302,3.099
1134,-0.3825,83.041,3.124
1134.2,-0.3825,82.37,2.535
