Time /s,Voltage (V) vs Ref. ,WT,Blank
1134.4,-0.3825,82.117,3.282
1134.6,-0.3825,82.432,3.854
1134.8,-0.3825,82.373,3.546
1135,-0.3825,81.457,3.352
1135.2,-0.3825,81.317,2.699
1135.4,-0.3825,82.038,2.447
1135.6,-0.3825,81.232,3.391
1135.8,-0.3825,80.744,2.181
1136,-0.3825,81.042,2.918
1136.2,-0.3825,81.346,2.97
1136.4,-0.3825,80.497,3.165
1136.6,-0.3825,80.138,2.855
1136.8,-0.3825,80.44,2.575
1137,-0.3825,79.783,3.278
1137.2,-0.3825,79.32,2.775
1137.4,-0.3825,79.862,2.768
1137.6,-0.3825,79.964,2.928
1137.8,-0.3825,79.457,2.644
1138,-0.3825,79.443,2.532
1138.2,-0.3825,78.918,2.96
1138.4,-0.3825,79.325,3.074
1138.6,-0.3825,78.758,2.616
1138.8,-0.3825,79.097,3.24
1139,-0.3825,79.118,2.762
1139.2,-0.3825,78.247,2.617
1139.4,-0.3825,78.638,2.735
1139.6,-0.3825,78.292,2.652
1139.8,-0.3825,78.344,2.581
1140,-0.3825,78.001,2.681
1140.2,-0.3825,78.02,2.077
1140.4,-0.3825,78.357,2.91
1140.6,-0.3825,77.502,2.516
1140.8,-0.3825,77.206,2.299
1141,-0.3825,77.398,2.591
1141.2,-0.3825,77.813,2.439
1141.4,-0.3825,76.785,2.471
1141.6,-0.3825,76.989,2.83
1141.8,-0.3825,76.616,2.205
1142,-0.3825,77.074,2.386
1142.2,-0.3825,76.236,2.332
1142.4,-0.3825,76.368,2.44
1142.6,-0.3825,76.157,2.902
1142.8,-0.3825,76.758,2.633
1143,-0.3825,75.93,2.524
1143.2,-0.3825,76.324,2.606
1143.4,-0.3825,75.618,2.27
1143.6,-0.3825,75.507,2.296
1143.8,-0.3825,75.501,2.312
1144,-0.3825,75.549,2.25
1144.2,-0.3825,75.213,2.222
1144.4,-0.3825,75.049,2.607
1144.6,-0.3825,75.205,2.191
1144.8,-0.3825,74.884,2.175
1145,-0.3825,75.613,2.646
1145.2,-0.3825,74.494,2.442
1145.4,-0.3825,74.149,2.507
1145.6,-0.3825,74.116,2.187
1145.8,-0.3825,74.603,2.986
1146,-0.3825,74.067,1.085
1146.2,-0.3825,73.669,2.418
1146.4,-0.3825,74.224,2.142
1146.6,-0.3825,73.703,2.444
1146.8,-0.3825,73.945,1.271
1147,-0.3825,73.725,2.4
1147.2,-0.3825,73.81,2.042
1147.4,-0.3825,73.13,3.022
1147.6,-0.3825,73.295,2.257
1147.8,-0.3825,73.26,2.727
1148,-0.3825,73.259,1.94
1148.2,-0.3825,72.537,2.959
1148.4,-0.3825,72.702,2.376
1148.6,-0.3825,72.906,2.821
1148.8,-0.3825,72.506,2.285
1149,-0.3825,71.79,1.797
1149.2,-0.3825,72.636,3.105
1149.4,-0.3825,72.492,1.386
1149.6,-0.3825,72.402,2.532
1149.8,-0.3825,72.182,2.125
1150,-0.3825,72.183,2.412
1150.2,-0.4825,-140.074,-157.123
1150.4,-0.4825,-28.004,-92.672
1150.6,-0.4825,8.621,-69.443
1150.8,-0.4825,28.634,-56.305
1151,-0.4825,40.978,-47.621
1151.2,-0.4825,50.326,-41.393
1151.4,-0.4825,57.918,-37.654
1151.6,-0.4825,64.293,-33.146
1151.8,-0.4825,69.126,-30.275
1152,-0.4825,73.086,-27.602
1152.2,-0.4825,77.31,-26.243
1152.4,-0.4825,80.489,-23.606
1152.6,-0.4825,82.795,-22.328
1152.8,-0.4825,85.695,-21.468
1153,-0.4825,88.59,-19.587
1153.2,-0.4825,89.843,-18.994
1153.4,-0.4825,91.902,-18.071
1153.6,-0.4825,93.373,-17.004
1153.8,-0.4825,95.656,-16.278
1154,-0.4825,96.03,-15.899
1154.2,-0.4825,98.715,-14.788
1154.4,-0.4825,99.739,-14.173
1154.6,-0.4825,100.484,-13.848
1154.8,-0.4825,102.397,-13.037
1155,-0.4825,103.661,-12.271
1155.2,-0.4825,105.037,-11.898
1155.4,-0.4825,104.839,-11.93
1155.6,-0.4825,106.756,-11.158
1155.8,-0.4825,107.972,-11.245
1156,-0.4825,108.134,-10.37
1156.2,-0.4825,109.633,-10.481
1156.4,-0.4825,109.776,-9.464
1156.6,-0.4825,110.73,-9.956
1156.8,-0.4825,110.859,-9.347
1157,-0.4825,111.524,-9.226
1157.2,-0.4825,113.06,-8.208
1157.4,-0.4825,114.441,-8.861
1157.6,-0.4825,113.818,-8.017
1157.8,-0.4825,114.545,-8.432
1158,-0.4825,114.506,-8.137
1158.2,-0.4825,115.75,-7.733
1158.4,-0.4825,115.077,-7.725
1158.6,-0.4825,116.679,-8.227
1158.8,-0.4825,117.442,-7.315
1159,-0.4825,117.742,-7.49
1159.2,-0.4825,117.932,-7.444
1159.4,-0.4825,118.661,-6.952
1159.6,-0.4825,119.222,-6.647
1159.8,-0.4825,118.39,-6.886
1160,-0.4825,119.482,-6.111
1160.2,-0.4825,120.141,-6.649
1160.4,-0.4825,120.406,-6.71
1160.6,-0.4825,120.582,-6.027
1160.8,-0.4825,120.956,-6.072
1161,-0.4825,121.006,-6.182
1161.2,-0.4825,121.099,-5.678
1161.4,-0.4825,121.76,-5.64
1161.6,-0.4825,122.22,-5.808
1161.8,-0.4825,122.835,-5.646
1162,-0.4825,122.875,-5.764
1162.2,-0.4825,123.031,-5.26
1162.4,-0.4825,123.199,-5.338
1162.6,-0.4825,123.37,-5.377
1162.8,-0.4825,123.878,-5.023
1163,-0.4825,123.19,-5.167
1163.2,-0.4825,124.136,-5.271
1163.4,-0.4825,124.438,-4.781
1163.6,-0.4825,124.823,-5.055
1163.8,-0.4825,124.52,-4.685
1164,-0.4825,124.943,-4.702
1164.2,-0.4825,125.489,-4.995
1164.4,-0.4825,125.514,-4.471
1164.6,-0.4825,125.615,-4.939
1164.8,-0.4825,126.528,-4.235
1165,-0.4825,125.724,-4.757
1165.2,-0.4825,126.808,-4.296
1165.4,-0.4825,126.782,-4.463
1165.6,-0.4825,126.782,-4.544
1165.8,-0.4825,127.285,-3.592
1166,-0.4825,126.263,-4.167
1166.2,-0.4825,127.511,-4.93
1166.4,-0.4825,126.734,-4.085
1166.6,-0.4825,127.502,-4.349
1166.8,-0.4825,127.825,-3.879
1167,-0.4825,127.867,-4.056
1167.2,-0.4825,128.083,-4.143
1167.4,-0.4825,128.918,-3.74
1167.6,-0.4825,128.801,-4.121
1167.8,-0.4825,127.91,-3.956
1168,-0.4825,128.748,-4.118
1168.2,-0.4825,128.689,-5.047
1168.4,-0.4825,129.499,-3.584
1168.6,-0.4825,127.899,-3.622
1168.8,-0.4825,129.079,-3.267
1169,-0.4825,128.597,-4.077
1169.2,-0.4825,129.643,-3.184
1169.4,-0.4825,128.75,-3.272
1169.6,-0.4825,129.58,-3.968
1169.8,-0.4825,129.276,-2.863
1170,-0.4825,128.509,-2.893
1170.2,-0.4825,130.01,-3.732
1170.4,-0.4825,130.374,-4.03
1170.6,-0.4825,130.014,-3.737
1170.8,-0.4825,130.019,-3.19
1171,-0.4825,130.327,-3.311
1171.2,-0.4825,130.168,-3.032
1171.4,-0.4825,130.868,-3.438
1171.6,-0.4825,130.53,-3.347
1171.8,-0.4825,130.994,-3.177
1172,-0.4825,131.057,-3.599
1172.2,-0.4825,130.883,-2.901
1172.4,-0.4825,130.845,-3.473
1172.6,-0.4825,131.221,-3.184
1172.8,-0.4825,130.973,-2.98
1173,-0.4825,131.165,-3.222
1173.2,-0.4825,130.644,-2.971
1173.4,-0.4825,131.259,-3.03
1173.6,-0.4825,131.772,-2.998
1173.8,-0.4825,131.724,-3.323
1174,-0.4825,131.165,-3.329
1174.2,-0.4825,131.789,-2.803
1174.4,-0.4825,130.991,-3.081
1174.6,-0.4825,131.404,-3.273
1174.8,-0.4825,132.075,-2.567
1175,-0.4825,131.843,-2.687
1175.2,-0.4825,131.855,-3.196
1175.4,-0.4825,132.24,-3.22
1175.6,-0.4825,132.112,-2.8
1175.8,-0.4825,132.59,-2.902
1176,-0.4825,131.875,-2.444
1176.2,-0.4825,132.419,-2.832
1176.4,-0.4825,132.067,-2.877
1176.6,-0.4825,132.551,-2.81
1176.8,-0.4825,134.087,-2.823
1177,-0.4825,132.422,-3.349
1177.2,-0.4825,132.837,-2.719
1177.4,-0.4825,132.741,-2.748
1177.6,-0.4825,133.121,-3.07
1177.8,-0.4825,132.772,-2.485
1178,-0.4825,132.672,-3.415
1178.2,-0.4825,132.755,-2.549
1178.4,-0.4825,132.584,-2.892
1178.6,-0.4825,132.783,-3.446
1178.8,-0.4825,133.25,-2.562
1179,-0.4825,131.694,-2.925
1179.2,-0.4825,132.999,-2.14
1179.4,-0.4825,133.71,-2.537
1179.6,-0.4825,131.777,-2.896
1179.8,-0.4825,133.721,-2.026
1180,-0.4825,133.388,-2.499
1180.2,-0.4825,133.575,-2.711
1180.4,-0.4825,133.334,-1.95
1180.6,-0.4825,133.806,-2.556
1180.8,-0.4825,133.334,-3.099
1181,-0.4825,133.455,-2.199
1181.2,-0.4825,133.589,-2.565
1181.4,-0.4825,133.958,-2.115
1181.6,-0.4825,133.866,-2.479
1181.8,-0.4825,133.456,-2.466
1182,-0.4825,133.196,-2.818
1182.2,-0.4825,133.659,-2.196
1182.4,-0.4825,133.731,-2.67
1182.6,-0.4825,133.344,-2.416
1182.8,-0.4825,133.371,-2.547
1183,-0.4825,133.827,-2.592
1183.2,-0.4825,133.896,-2.406
1183.4,-0.4825,134.144,-2.551
1183.6,-0.4825,132.91,-2.399
1183.8,-0.4825,134.325,-2.787
1184,-0.4825,133.576,-2.421
1184.2,-0.4825,134.094,-2.501
1184.4,-0.4825,134.443,-2.925
1184.6,-0.4825,134.175,-2.261
1184.8,-0.4825,133.864,-2.797
1185,-0.4825,134.269,-2.353
1185.2,-0.4825,133.71,-3.645
1185.4,-0.4825,134.025,-1.961
1185.6,-0.4825,134.624,-2.463
1185.8,-0.4825,134.17,-2.857
1186,-0.4825,134.639,-2.138
1186.2,-0.4825,134.365,-1.419
1186.4,-0.4825,133.959,-1.986
1186.6,-0.4825,134.178,-2.449
1186.8,-0.4825,135.111,-2.454
1187,-0.4825,134.398,-1.932
1187.2,-0.4825,134.13,-1.606
1187.4,-0.4825,134.584,-2.926
1187.6,-0.4825,135.481,-1.303
1187.8,-0.4825,133.728,-2.232
1188,-0.4825,134.444,-1.408
1188.2,-0.4825,134.657,-4.228
1188.4,-0.4825,135.64,-1.363
1188.6,-0.4825,133.825,-2.611
1188.8,-0.4825,134.924,-4.189
1189,-0.4825,134.773,-1.941
1189.2,-0.4825,135.273,-3.418
1189.4,-0.4825,134.424,-2.258
1189.6,-0.4825,134.801,-2.082
1189.8,-0.4825,135.278,-1.123
1190,-0.4825,134.878,-2.294
1190.2,-0.4825,133.861,-2.473
1190.4,-0.4825,134.88,-1.823
1190.6,-0.4825,134.826,-1.892
1190.8,-0.4825,134.742,-2.528
1191,-0.4825,135.875,-2.256
1191.2,-0.4825,135.194,-2.685
1191.4,-0.4825,134.525,-2.129
1191.6,-0.4825,135.554,-2.165
1191.8,-0.4825,135.182,-2.67
1192,-0.4825,134.966,-1.938
1192.2,-0.4825,134.715,-2.482
1192.4,-0.4825,135.255,-1.917
1192.6,-0.4825,134.898,-2.835
1192.8,-0.4825,135.085,-1.801
1193,-0.4825,134.849,-1.901
1193.2,-0.4825,135.556,-2.346
1193.4,-0.4825,134.863,-2.237
1193.6,-0.4825,134.84,-2.042
1193.8,-0.4825,135.187,-1.727
1194,-0.4825,134.958,-2.56
1194.2,-0.4825,135.585,-2.187
1194.4,-0.4825,135.339,-2.495
1194.6,-0.4825,135.166,-1.79
1194.8,-0.4825,135.168,-1.94
1195,-0.4825,134.771,-2.469
1195.2,-0.4825,135.303,-2.242
1195.4,-0.4825,134.993,-3.256
1195.6,-0.4825,135.8,-1.679
1195.8,-0.4825,135.097,-2.572
1196,-0.4825,135.104,-1.686
1196.2,-0.4825,135.289,-1.66
1196.4,-0.4825,135.556,-1.835
1196.6,-0.4825,135.031,-3.37
1196.8,-0.4825,134.806,-1.822
1197,-0.4825,134.714,-2.622
1197.2,-0.4825,135.981,-1.791
1197.4,-0.4825,135.808,-1.835
1197.6,-0.4825,135.527,-2.477
1197.8,-0.4825,135.872,-1.727
1198,-0.4825,134.752,-2.599
1198.2,-0.4825,135.144,-1.156
1198.4,-0.4825,136.037,-2.058
1198.6,-0.4825,135.259,-2.462
1198.8,-0.4825,135.53,-1.762
1199,-0.4825,135.438,-2.55
1199.2,-0.4825,135.787,-2.487
1199.4,-0.4825,136.106,-2.365
1199.6,-0.4825,135.482,-1.804
1199.8,-0.4825,135.892,-2.69
1200,-0.4825,136.226,-0.96
1200.2,-0.3825,366.257,155.081
1200.4,-0.3825,258.277,91.54
1200.6,-0.3825,221.888,65.525
1200.8,-0.3825,202.537,56.465
1201,-0.3825,189.713,47.591
1201.2,-0.3825,179.413,42.058
1201.4,-0.3825,173.087,36.809
1201.6,-0.3825,166.534,33.111
1201.8,-0.3825,161.178,29.726
1202,-0.3825,155.904,27.631
1202.2,-0.3825,152.647,25.426
1202.4,-0.3825,149.631,23.048
1202.6,-0.3825,146.242,22.729
1202.8,-0.3825,143.457,20.798
1203,-0.3825,140.771,18.789
1203.2,-0.3825,138.062,18.754
1203.4,-0.3825,135.771,16.76
1203.6,-0.3825,134.661,16.974
1203.8,-0.3825,131.455,15.369
1204,-0.3825,129.843,14.807
1204.2,-0.3825,129.324,14.839
1204.4,-0.3825,127.832,13.742
1204.6,-0.3825,124.992,13.601
1204.8,-0.3825,124.369,13.775
1205,-0.3825,123.606,11.848
1205.2,-0.3825,121.838,12.804
1205.4,-0.3825,119.69,11.774
1205.6,-0.3825,119.577,10.906
1205.8,-0.3825,118.531,10.905
1206,-0.3825,116.947,10.112
1206.2,-0.3825,116.105,10.151
1206.4,-0.3825,114.863,9.82
1206.6,-0.3825,114.451,9.308
1206.8,-0.3825,113.297,9.15
1207,-0.3825,111.951,8.901
1207.2,-0.3825,110.873,9.059
1207.4,-0.3825,110.195,8.802
1207.6,-0.3825,109.903,8.565
1207.8,-0.3825,108.618,7.874
1208,-0.3825,108.792,7.736
1208.2,-0.3825,108.458,7.593
1208.4,-0.3825,105.911,7.815
1208.6,-0.3825,106.416,7.473
1208.8,-0.3825,105.471,6.738
1209,-0.3825,104.831,6.984
1209.2,-0.3825,104.103,7.193
1209.4,-0.3825,102.299,6.086
1209.6,-0.3825,102.319,6.806
1209.8,-0.3825,102.678,6.599
1210,-0.3825,101.915,6.49
1210.2,-0.3825,102.009,6.297
1210.4,-0.3825,101.006,6.42
1210.6,-0.3825,99.484,5.351
1210.8,-0.3825,99.29,5.833
1211,-0.3825,99.641,6.323
1211.2,-0.3825,98.994,5.905
1211.4,-0.3825,98.195,5.948
1211.6,-0.3825,97.801,5.546
1211.8,-0.3825,96.831,5.453
1212,-0.3825,96.666,5.367
1212.2,-0.3825,96.713,5.808
1212.4,-0.3825,96.142,5.518
1212.6,-0.3825,96.125,5.625
1212.8,-0.3825,94.284,5.342
1213,-0.3825,94.63,4.578
1213.2,-0.3825,94.956,4.555
1213.4,-0.3825,93.731,4.753
1213.6,-0.3825,92.711,4.156
1213.8,-0.3825,93.187,4.905
1214,-0.3825,92.792,4.721
1214.2,-0.3825,92.817,4.64
1214.4,-0.3825,91.953,4.25
1214.6,-0.3825,92.199,4.203
1214.8,-0.3825,90.141,4.52
1215,-0.3825,91.183,4.082
1215.2,-0.3825,90.349,4.281
1215.4,-0.3825,89.522,4.157
1215.6,-0.3825,89.741,4.172
1215.8,-0.3825,89.447,4.095
1216,-0.3825,88.459,4.187
1216.2,-0.3825,88.273,4.321
1216.4,-0.3825,88.709,3.716
1216.6,-0.3825,88.016,4.101
1216.8,-0.3825,87.832,3.582
1217,-0.3825,87.079,4.17
1217.2,-0.3825,86.839,3.591
1217.4,-0.3825,86.413,3.801
1217.6,-0.3825,86.766,3.799
1217.8,-0.3825,86.308,3.399
1218,-0.3825,85.708,3.723
1218.2,-0.3825,85.211,3.515
1218.4,-0.3825,86.121,3.547
1218.6,-0.3825,84.315,3.486
1218.8,-0.3825,84.858,3.508
1219,-0.3825,84.981,3.415
1219.2,-0.3825,84.463,3.348
1219.4,-0.3825,83.552,3.442
1219.6,-0.3825,83.668,3.346
1219.8,-0.3825,83.486,3.237
1220,-0.3825,82.07,3.275
1220.2,-0.3825,83.172,3.316
1220.4,-0.3825,81.851,3.245
1220.6,-0.3825,82.959,3.245
1220.8,-0.3825,82.991,3.189
1221,-0.3825,81.896,3.263
1221.2,-0.3825,81.953,3.112
1221.4,-0.3825,81.685,3.107
1221.6,-0.3825,81.11,3.21
1221.8,-0.3825,80.832,3.16
1222,-0.3825,81.119,2.783
1222.2,-0.3825,80.183,3.011
1222.4,-0.3825,80.393,2.686
1222.6,-0.3825,80.813,3.173
1222.8,-0.3825,80.597,2.946
1223,-0.3825,78.951,3.081
1223.2,-0.3825,79.973,3.002
1223.4,-0.3825,79.438,2.675
1223.6,-0.3825,79.415,2.555
1223.8,-0.3825,78.878,3.172
1224,-0.3825,78.603,2.792
1224.2,-0.3825,78.629,2.794
1224.4,-0.3825,78.068,2.825
1224.6,-0.3825,78.528,2.774
1224.8,-0.3825,78.366,2.594
1225,-0.3825,77.66,1.729
1225.2,-0.4825,-131.573,-153.565
1225.4,-0.4825,-21.345,-90.777
1225.6,-0.4825,14.136,-67.63
1225.8,-0.4825,32.793,-55.979
1226,-0.4825,45.452,-47.655
1226.2,-0.4825,54.55,-40.262
1226.4,-0.4825,61.3,-35.977
1226.6,-0.4825,66.656,-32.124
1226.8,-0.4825,71.579,-29.23
1227,-0.4825,75.563,-26.94
1227.2,-0.4825,78.886,-24.641
1227.4,-0.4825,82.42,-23.234
1227.6,-0.4825,84.001,-21.699
1227.8,-0.4825,87.269,-20.271
1228,-0.4825,88.942,-18.968
1228.2,-0.4825,90.602,-18.108
1228.4,-0.4825,93.076,-16.748
1228.6,-0.4825,94.264,-16.493
1228.8,-0.4825,95.406,-15.239
1229,-0.4825,97.102,-13.913
1229.2,-0.4825,98.356,-14.081
1229.4,-0.4825,99.969,-13.947
1229.6,-0.4825,100.658,-12.21
1229.8,-0.4825,101.998,-12.647
1230,-0.4825,102.923,-12.585
1230.2,-0.4825,103.341,-11.492
1230.4,-0.4825,103.742,-11.447
1230.6,-0.4825,104.916,-10.609
1230.8,-0.4825,106.271,-10.231
1231,-0.4825,106.697,-10.216
1231.2,-0.4825,107.795,-9.893
1231.4,-0.4825,107.941,-9.96
1231.6,-0.4825,109.259,-9.179
1231.8,-0.4825,109.45,-9.198
1232,-0.4825,110,-8.302
1232.2,-0.4825,110.999,-8.16
1232.4,-0.4825,110.854,-8.548
1232.6,-0.4825,111.65,-8.353
1232.8,-0.4825,111.754,-7.873
1233,-0.4825,112.878,-7.892
1233.2,-0.4825,112.719,-8.067
1233.4,-0.4825,112.924,-7.222
1233.6,-0.4825,113.69,-7.268
1233.8,-0.4825,113.621,-7.15
1234,-0.4825,114.78,-6.992
1234.2,-0.4825,115.397,-6.72
1234.4,-0.4825,115.087,-6.667
1234.6,-0.4825,115.674,-6.545
1234.8,-0.4825,115.557,-6.466
1235,-0.4825,116.703,-6.169
1235.2,-0.4825,116.99,-6.114
1235.4,-0.4825,116.382,-6.09
1235.6,-0.4825,117.265,-5.928
1235.8,-0.4825,116.679,-5.756
1236,-0.4825,117.763,-5.879
1236.2,-0.4825,118.25,-5.587
1236.4,-0.4825,118.527,-5.697
1236.6,-0.4825,119.059,-5.482
1236.8,-0.4825,119.432,-5.588
1237,-0.4825,118.263,-5.114
1237.2,-0.4825,119.803,-5.135
1237.4,-0.4825,119.395,-5.138
1237.6,-0.4825,119.546,-5.004
1237.8,-0.4825,120.454,-5.159
1238,-0.4825,119.868,-5.064
1238.2,-0.4825,120.779,-4.982
1238.4,-0.4825,120.886,-4.635
1238.6,-0.4825,120.126,-4.5
1238.8,-0.4825,121.652,-4.359
1239,-0.4825,122.172,-5.008
1239.2,-0.4825,121.009,-4.368
1239.4,-0.4825,120.749,-4.241
1239.6,-0.4825,121.133,-3.815
1239.8,-0.4825,121.114,-4.535
1240,-0.4825,122.262,-4.135
1240.2,-0.4825,122.074,-4.669
1240.4,-0.4825,122.889,-3.397
1240.6,-0.4825,121.203,-4.767
1240.8,-0.4825,122.184,-3.86
1241,-0.4825,122.695,-4.143
1241.2,-0.4825,121.981,-4.226
1241.4,-0.4825,123.183,-3.725
1241.6,-0.4825,123.183,-3.957
1241.8,-0.4825,122.916,-3.684
1242,-0.4825,122.244,-3.998
1242.2,-0.4825,123.249,-3.312
1242.4,-0.4825,123.165,-3.765
1242.6,-0.4825,123.761,-3.988
1242.8,-0.4825,123.547,-3.608
1243,-0.4825,124.43,-3.959
1243.2,-0.4825,124.265,-3.432
1243.4,-0.4825,122.697,-3.541
1243.6,-0.4825,123.371,-3.798
1243.8,-0.4825,124.038,-3.619
1244,-0.4825,124.432,-3.227
1244.2,-0.4825,124.368,-3.584
1244.4,-0.4825,124.328,-3.591
1244.6,-0.4825,125.639,-3.529
1244.8,-0.4825,123.198,-3.412
1245,-0.4825,125.013,-3.576
1245.2,-0.4825,125.294,-3.223
1245.4,-0.4825,125.611,-3.74
1245.6,-0.4825,125.111,-3.403
1245.8,-0.4825,125.654,-2.861
1246,-0.4825,125.624,-3.192
1246.2,-0.4825,125.471,-3.222
1246.4,-0.4825,125.507,-3.489
1246.6,-0.4825,125.635,-3.226
1246.8,-0.4825,125.197,-3.149
1247,-0.4825,125.618,-3.303
1247.2,-0.4825,125.96,-3.131
1247.4,-0.4825,126.292,-3.01
1247.6,-0.4825,125.781,-3.249
1247.8,-0.4825,126.046,-3.429
1248,-0.4825,126.397,-4.349
1248.2,-0.4825,126.645,-2.947
1248.4,-0.4825,125.25,-3.132
1248.6,-0.4825,126.901,-3.071
1248.8,-0.4825,126.558,-2.886
1249,-0.4825,126.177,-3.241
1249.2,-0.4825,126.345,-2.901
1249.4,-0.4825,126.888,-3.161
1249.6,-0.4825,126.83,-2.793
1249.8,-0.4825,126.08,-2.867
1250,-0.4825,126.646,-3.051
1250.2,-0.8,-645.846,-462.902
1250.4,-0.8,-332.121,-277.423
1250.6,-0.8,-239.476,-210.494
1250.8,-0.8,-193.439,-173.279
1251,-0.8,-167.423,-150.061
1251.2,-0.8,-147.32,-132.952
1251.4,-0.8,-134.35,-120.235
1251.6,-0.8,-123.809,-110.134
1251.8,-0.8,-115.765,-101.296
1252,-0.8,-109.333,-94.437
1252.2,-0.8,-103.413,-89.102
1252.4,-0.8,-98.872,-82.367
1252.6,-0.8,-94.449,-78.922
1252.8,-0.8,-91.603,-73.589
1253,-0.8,-88.165,-71.481
1253.2,-0.8,-85.55,-69.06
1253.4,-0.8,-83.366,-65.34
1253.6,-0.8,-82.078,-62.831
1253.8,-0.8,-79.457,-60.674
1254,-0.8,-77.358,-58.445
1254.2,-0.8,-75.961,-56.397
1254.4,-0.8,-74.712,-54.638
1254.6,-0.8,-72.952,-53.359
1254.8,-0.8,-72.186,-51.613
1255,-0.8,-71.189,-49.869
1255.2,-0.8,-69.65,-48.864
1255.4,-0.8,-68.681,-47.652
1255.6,-0.8,-67.187,-46.231
1255.8,-0.8,-67.265,-45.038
1256,-0.8,-66.255,-44.328
1256.2,-0.8,-65.24,-43.35
1256.4,-0.8,-64.59,-42.542
1256.6,-0.8,-63.892,-41.509
1256.8,-0.8,-63.489,-40.931
1257,-0.8,-62.342,-39.653
1257.2,-0.8,-61.989,-39.078
1257.4,-0.8,-61.977,-38.63
1257.6,-0.8,-61.445,-37.726
1257.8,-0.8,-60.708,-37.193
1258,-0.8,-60.383,-36.085
1258.2,-0.8,-59.847,-35.913
1258.4,-0.8,-58.714,-35.743
1258.6,-0.8,-58.65,-34.585
1258.8,-0.8,-58.576,-34.407
1259,-0.8,-57.783,-33.741
1259.2,-0.8,-57.003,-33.036
1259.4,-0.8,-57.619,-32.923
1259.6,-0.8,-56.631,-32.467
1259.8,-0.8,-56.281,-32.262
1260,-0.8,-55.226,-30.948
1260.2,-0.8,-55.938,-31.711
1260.4,-0.8,-55.133,-30.436
1260.6,-0.8,-54.461,-30.335
1260.8,-0.8,-54.264,-30.059
1261,-0.8,-55.008,-29.738
1261.2,-0.8,-53.809,-29.768
1261.4,-0.8,-53.107,-28.552
1261.6,-0.8,-53.237,-28.873
1261.8,-0.8,-52.85,-28.583
1262,-0.8,-52.674,-28.049
1262.2,-0.8,-51.574,-28.057
1262.4,-0.8,-52.728,-27.475
1262.6,-0.8,-51.955,-27.485
1262.8,-0.8,-51.28,-26.5
1263,-0.8,-51.505,-26.739
1263.2,-0.8,-52.011,-26.648
1263.4,-0.8,-51.424,-26.4
1263.6,-0.8,-50.758,-26.307
1263.8,-0.8,-51.149,-25.783
1264,-0.8,-51.787,-25.364
1264.2,-0.8,-50.049,-26.085
1264.4,-0.8,-50.146,-25.158
1264.6,-0.8,-51.13,-25.292
1264.8,-0.8,-50.033,-24.372
1265,-0.8,-49.511,-24.691
1265.2,-0.8,-49.984,-24.499
1265.4,-0.8,-50.373,-24.366
1265.6,-0.8,-50.134,-23.834
1265.8,-0.8,-49.066,-23.716
1266,-0.8,-49.787,-23.846
1266.2,-0.8,-49.032,-23.65
1266.4,-0.8,-48.892,-23.306
1266.6,-0.8,-48.015,-23.532
1266.8,-0.8,-48.776,-23.139
1267,-0.8,-48.563,-23.202
1267.2,-0.8,-47.846,-22.914
1267.4,-0.8,-47.519,-22.908
1267.6,-0.8,-48.163,-22.585
1267.8,-0.8,-47.803,-22.174
1268,-0.8,-46.582,-22.043
1268.2,-0.8,-47.782,-22.012
1268.4,-0.8,-48.059,-21.946
1268.6,-0.8,-47.17,-21.613
1268.8,-0.8,-46.332,-21.681
1269,-0.8,-46.968,-21.721
1269.2,-0.8,-46.412,-21.314
1269.4,-0.8,-46.208,-20.999
1269.6,-0.8,-46.077,-21.22
1269.8,-0.8,-46.987,-21.361
1270,-0.8,-46.823,-20.91
1270.2,-0.8,-45.494,-21.164
1270.4,-0.8,-46.385,-20.632
1270.6,-0.8,-46.267,-20.391
1270.8,-0.8,-46.429,-20.726
1271,-0.8,-45.543,-20.363
1271.2,-0.8,-46.041,-20.447
1271.4,-0.8,-47.001,-19.341
1271.6,-0.8,-45.321,-20.107
1271.8,-0.8,-45.926,-20.162
1272,-0.8,-46.676,-19.738
1272.2,-0.8,-45.897,-20.035
1272.4,-0.8,-44.776,-19.756
1272.6,-0.8,-46.005,-19.755
1272.8,-0.8,-45.874,-19.586
1273,-0.8,-45.429,-19.462
1273.2,-0.8,-44.901,-19.416
1273.4,-0.8,-45.833,-19.344
1273.6,-0.8,-45.19,-19.471
1273.8,-0.8,-44.467,-19.176
1274,-0.8,-44.834,-18.95
1274.2,-0.8,-45.324,-18.738
1274.4,-0.8,-44.554,-19.302
1274.6,-0.8,-43.872,-18.573
1274.8,-0.8,-44.943,-18.934
1275,-0.8,-44.999,-18.889
1275.2,-0.8,-43.27,-18.463
1275.4,-0.8,-43.806,-17.558
1275.6,-0.8,-44.317,-17.921
1275.8,-0.8,-43.444,-19.8
1276,-0.8,-42.514,-18.047
1276.2,-0.8,-44.01,-16.348
1276.4,-0.8,-43.946,-18.008
1276.6,-0.8,-43.529,-19.129
1276.8,-0.8,-43.112,-17.209
1277,-0.8,-44.035,-17.782
1277.2,-0.8,-43.031,-18.792
1277.4,-0.8,-43.043,-18.207
1277.6,-0.8,-43.305,-17.002
1277.8,-0.8,-43.306,-17.324
1278,-0.8,-43.581,-19.996
1278.2,-0.8,-42.993,-17.238
1278.4,-0.8,-43.544,-17.486
1278.6,-0.8,-43.485,-17.564
1278.8,-0.8,-43.523,-16.814
